latitude,longitude,name,security,strength
44.969556,-93.277702,Verizon-291LVW-E8EB,3,41
44.969556,-93.277702,HOME-85CA,3,40
44.969556,-93.277702,DUKEDOWN,3,43
44.969808,-93.277669,mddeas4512,2,42
44.969808,-93.277669,HOME-CFB7-2.4,3,42
44.969808,-93.277669,TheNeedleDoctor,3,43
44.969808,-93.277669,Verizon-291LVW-E8EB,3,41
44.969808,-93.277669,Apple Network 3TB,3,43
44.969808,-93.277669,Iceland,3,43
44.969808,-93.277669,cladu22,3,43
44.969808,-93.277669,xfinitywifi,0,42
44.969808,-93.277669,usiw_secure,3,65
44.969808,-93.277669,HOME-CCFD,3,43
44.969808,-93.277669,linksys,0,43
44.969808,-93.277669,Millennium Hotel Wireless,0,43
44.969808,-93.277669,HOME-EF54-2.4,3,43
44.969808,-93.277669,CenturyLink3189,3,42
44.969808,-93.277669,usiw_secure_S03N136T1,3,64
44.969808,-93.277669,USI Wireless,0,62
44.969808,-93.277669,larry,3,41
44.970085,-93.277718,myqwest7353,3,44
44.970085,-93.277718,VDP7F,3,40
44.970085,-93.277718,2501,3,44
44.970475,-93.277653,SunshineForHire,3,43
44.970475,-93.277653,CenturyLink8071,3,44
44.970475,-93.277653,HOME-388F-2.4,3,40
44.970475,-93.277653,CenturyLink7224,3,42
44.970475,-93.277653,Verizon-291LVW-E8EB,3,42
44.970475,-93.277653,usiw_secure_S03N162T5,3,47
44.970475,-93.277653,Apple Network 3TB,3,41
44.970475,-93.277653,HOME-B3E0,3,42
44.970475,-93.277653,cladu22,3,42
44.970475,-93.277653,pwire,3,43
44.970475,-93.277653,Bill Wi the Science Fi,3,42
44.970475,-93.277653,Hyatt Meeting Space,0,46
44.970475,-93.277653,MOTOROLA-AB9E6,2,44
44.970475,-93.277653,HOME-2D28,3,43
44.970475,-93.277653,Hyatt,0,45
44.970516,-93.277767,HotSOS-Swisscom,3,42
44.970516,-93.277767,CenturyLink0104,1,42
44.970516,-93.277767,ThusonWifi,3,44
44.970516,-93.277767,TheNeedleDoctor,3,44
44.970516,-93.277767,Hyatt-Lobby,0,44
44.970801,-93.277881,HotSOS-Swisscom,3,45
44.970801,-93.277881,USIW Free WiFi,0,55
44.970801,-93.277881,IMROSE_NET,3,46
44.970801,-93.277881,Hyatt-Lobby,0,46
44.970801,-93.277881,Hyatt,0,46
44.970801,-93.277881,2804,3,46
44.970801,-93.277881,TheNeedleDoctor,3,43
44.970801,-93.277881,SunshineForHire,3,44
44.970801,-93.277881,Joyce's Wi-Fi Network,3,43
44.970801,-93.277881,Millennium Hotel Wireless,0,45
44.970801,-93.277881,Slalom Minneapolis,3,42
44.970801,-93.277881,HOME-9F72-2.4,3,45
44.970801,-93.277881,Kiev,3,45
44.970801,-93.277881,CenturyLink0104,1,42
44.970801,-93.277881,ThusonWifi,3,42
44.970801,-93.277881,CenturyLink6962,3,46
44.970801,-93.277881,pwire,3,45
44.970801,-93.277881,Verizon-291LVW-E8EB,3,44
44.970418,-93.277555,xfinitywifi,0,44
44.970418,-93.277555,myqwest5503,3,45
44.970687,-93.277214,2804,3,43
44.970687,-93.277214,xfinitywifi,0,41
44.970687,-93.277214,HOME-388F-2.4,3,42
44.970687,-93.277214,myqwest5459,3,42
44.970687,-93.277214,usiw_secure_S03N162T5,3,65
44.970687,-93.277214,MVTA_4605,3,42
44.970687,-93.277214,HOME-68C2,3,41
44.970687,-93.277214,iPhone,3,41
44.970687,-93.277214,belkin.3e47,3,43
44.970687,-93.277214,HOME-26A4-2.4,3,41
44.970687,-93.277214,USI Wireless,0,54
44.970687,-93.277214,2706,3,44
44.970687,-93.277214,homenetwork3,1,42
44.970687,-93.277214,HOME-0B22,3,41
44.970687,-93.277214,myqwest3626,2,43
44.970687,-93.277214,HOME-B6CD-2.4,3,40
44.970687,-93.277214,Millennium Lobby,0,44
44.970687,-93.277214,Bill Wi the Science Fi,3,42
44.970687,-93.277214,slaughtern,3,44
44.970817,-93.277067,HOME-AF88,3,40
44.970874,-93.276872,homenetwork,3,44
44.970874,-93.276872,myqwest7353,3,42
44.970874,-93.276872,Pondtown,3,44
44.970874,-93.276872,HOME-26B3-2.4,3,44
44.970874,-93.276872,HOME-Yagya,3,44
44.970874,-93.276872,xfinitywifi,0,44
44.970874,-93.276872,HOME-9D77-2.4,3,43
44.970874,-93.276872,Sams,3,44
44.970874,-93.276872,CenturyLink6962,3,44
44.970874,-93.276872,MaxfieldTV,0,43
44.970874,-93.276872,City of Minneapolis Public WiFi,0,54
44.970874,-93.276872,Net375,3,43
44.970874,-93.276872,CenturyLink8071,3,44
44.970874,-93.276872,usiw_secure_S03N136T1,3,49
44.970874,-93.276872,HOME-0B92,3,43
44.970874,-93.276872,BobLobLaw,3,43
44.970874,-93.276872,homenetwork3,1,44
44.970907,-93.276888,myqwest5459,3,41
44.970907,-93.276888,Homeplate-2.4,3,45
44.970907,-93.276888,CRFWAP1,3,42
44.971265,-93.276579,USIW Free WiFi,0,65
44.971265,-93.276579,myqwest9993,3,42
44.971265,-93.276579,CRFWAP1,3,43
44.971265,-93.276579,SY,3,44
44.971265,-93.276579,dlink1,0,42
44.971265,-93.276579,usiw_secure_S03N010T2,3,66
44.971265,-93.276579,myqwest5459,3,44
44.971265,-93.276579,Carlson 2,3,45
44.971265,-93.276579,HOME-AF88,3,42
44.971265,-93.276579,CBC,3,45
44.971265,-93.276579,STW Employee access,3,44
44.971265,-93.276579,bpwireless,3,42
44.971265,-93.276579,xfinitywifi,0,43
44.971265,-93.276579,Johnny,3,42
44.971265,-93.276579,TurkeyGuys,2,42
44.971265,-93.276579,DT-YWCA,0,43
44.971265,-93.276579,usiw_secure,3,48
44.971265,-93.276579,CenturyLink8071,3,42
44.971265,-93.276579,cupcake,3,44
44.971265,-93.276579,homenetwork,3,45
44.971761,-93.276253,attwifi,0,43
44.971761,-93.276253,USIW Free WiFi,0,70
44.971761,-93.276253,DCT,3,41
44.971761,-93.276253,The_new_girl-2.4,3,44
44.971761,-93.276253,TreeHouse,3,42
44.971761,-93.276253,Yuranium's Guest Network,3,43
44.971761,-93.276253,USI Wireless,0,61
44.971761,-93.276253,HOME-21F0-2.4,3,42
44.971761,-93.276253,Slalom Minneapolis,3,43
44.971761,-93.276253,PharmaLife,3,44
44.971761,-93.276253,HOME-7782,3,43
44.971761,-93.276253,HOME-6FC2,3,42
44.971761,-93.276253,hhonors,0,43
44.971761,-93.276253,Carlson 2,3,43
44.971761,-93.276253,3005,3,45
44.971761,-93.276253,HOME-B2D8,3,45
44.971761,-93.276253,xfinitywifi,0,44
44.971761,-93.276253,Kiev,3,43
44.971826,-93.276237,City of Minneapolis Public WiFi,0,64
44.971826,-93.276237,usiw_secure_S03N010T2,3,71
44.971851,-93.276253,HOME-42FA-2.4,3,44
44.971851,-93.276253,City of Minneapolis Public WiFi,0,72
44.971851,-93.276253,Jenny & Z,3,44
44.971851,-93.276253,usiw_secure_S03N010T2,3,71
44.971851,-93.276253,HOME-8A82,3,44
44.971851,-93.276253,attwifi,0,41
44.971851,-93.276253,french corner's wifi network,3,40
44.971851,-93.276253,cupcake,3,40
44.971851,-93.276253,SY,3,44
44.971851,-93.276253,dev-fi,3,41
44.971851,-93.276253,AP2014,3,43
44.971851,-93.276253,usiw_secure_S03N011T2,3,60
44.971851,-93.276253,USI Wireless,0,72
44.971851,-93.276253,smith,3,44
44.971851,-93.276253,TreeHouse,3,42
44.971851,-93.276253,HOME-6FC2,3,44
44.971851,-93.276253,HOME-B2D8,3,45
44.971851,-93.276253,dlink1,0,43
44.971851,-93.276253,USIW Free WiFi,0,70
44.971851,-93.276253,HOME-88F2,3,44
44.972144,-93.276058,french corner's wifi network,3,43
44.972144,-93.276058,CarlandLuAnn,3,42
44.972144,-93.276058,NETGEAR95,3,42
44.972144,-93.276058,HOME-4406,3,43
44.972144,-93.276058,HOME-9D77-2.4,3,42
44.972144,-93.276058,HOME-87F0-2.4,3,41
44.972144,-93.276058,OMFVegasA-guest,0,43
44.972144,-93.276058,Our Print Server,3,42
44.972144,-93.276058,RollTide,3,43
44.972144,-93.276058,IRISH-1,3,42
44.972144,-93.276058,Jgirls,3,43
44.972144,-93.276058,HOME-3142,3,40
44.972144,-93.276058,DT-YWCA,0,43
44.972144,-93.276058,SY,3,42
44.972144,-93.276058,attwifi,0,43
44.972144,-93.276058,USIW Free WiFi,0,51
44.972144,-93.276058,hhonors,0,44
44.972144,-93.276058,HOME-C6FE-2.4,3,42
44.972144,-93.276058,HOME-7E34,3,44
44.972144,-93.276058,ngHub_3EX235NS02442,3,43
44.972518,-93.275814,OMFVegasA,3,42
44.972518,-93.275814,HOME-8854,3,42
44.972518,-93.275814,Slalom Minneapolis,3,42
44.972518,-93.275814,smith,3,41
44.972518,-93.275814,HOME-00D7,3,40
44.972518,-93.275814,usiw_secure_S03N010T2,3,50
44.972518,-93.275814,The_new_girl-2.4,3,40
44.972518,-93.275814,A9F1BDF1DAB1NVT4F4F59,1,44
44.972518,-93.275814,HOME-7722,3,44
44.972518,-93.275814,HOME-07C0,3,43
44.972518,-93.275814,1703,3,42
44.972518,-93.275814,HOME-81A0,3,44
44.972518,-93.275814,HOME-6FC2,3,40
44.972518,-93.275814,Caribou,0,44
44.972518,-93.275814,Pondtown,3,44
44.972518,-93.275814,Jgirls,3,43
44.972518,-93.275814,AP2014,3,44
44.972518,-93.275814,HOME-7E34,3,44
44.972518,-93.275814,HOME-D99F,3,44
44.972542,-93.275423,OMFVegasA-guest,0,44
44.972249,-93.274105,hhonors,0,43
44.972249,-93.274105,xfinitywifi,0,43
44.972249,-93.274105,HP7A0728,0,41
44.972249,-93.274105,HOME-6FC2,3,42
44.972249,-93.274105,HOME-7327,3,46
44.972249,-93.274105,HOME-9D77-2.4,3,46
44.972249,-93.274105,City of Minneapolis Public WiFi,0,65
44.972249,-93.274105,HOME-3F72,3,44
44.972249,-93.274105,Winterfell,3,43
44.972249,-93.274105,Linksys01662,3,43
44.972249,-93.274105,HOME-07C0,3,46
44.972249,-93.274105,Vivekaks,3,43
44.972249,-93.274105,HOME-E369,3,44
44.972249,-93.274105,HOME-7E34,3,45
44.972249,-93.274105,AP2014,3,44
44.972249,-93.274105,HOME-4406,3,46
44.972249,-93.274105,VC,3,45
44.972249,-93.274105,usiw_secure_S03N155T1,3,65
44.972249,-93.274105,smith,3,44
44.972249,-93.274105,HOME-B3E0,3,45
44.972347,-93.274186,HOME-7A32,3,44
44.972347,-93.274186,Linksys01662,3,44
44.972347,-93.274186,attwifi,0,44
44.972347,-93.274186,Vivekaks,3,42
44.972347,-93.274186,HOME-3F72,3,43
44.972347,-93.274186,usiw_secure_S03N010T2,3,48
44.972347,-93.274186,USI Wireless,0,47
44.972347,-93.274186,HOME-D99F,3,45
44.972347,-93.274186,HOME-ECAF,3,43
44.972347,-93.274186,3004,3,43
44.972347,-93.274186,hhonors,0,44
44.972347,-93.274186,HOME-CB42,3,42
44.972347,-93.274186,xfinitywifi,0,45
44.972347,-93.274186,HOME-07C0,3,44
44.972347,-93.274186,CRFWAP1,3,45
44.972347,-93.274186,smith,3,42
44.972347,-93.274186,HP7A0728,0,40
44.972347,-93.274186,City of Minneapolis Public WiFi,0,68
44.972412,-93.274284,HOME-9D77-2.4,3,46
44.972412,-93.274284,HPC9C0E1,0,43
44.972559,-93.274333,smith,3,40
44.972559,-93.274333,HOME-E369,3,44
44.972559,-93.274333,HOME-0372,3,44
44.972559,-93.274333,TargetCafe,3,44
44.972559,-93.274333,usiw_secure,3,44
44.972559,-93.274333,deepfield,3,44
44.972559,-93.274333,hhonors,0,45
44.972559,-93.274333,HOME-AD52,3,45
44.972559,-93.274333,HOME-53AF,3,45
44.972559,-93.274333,HOME-B3E0,3,44
44.972559,-93.274333,HOME-26A4-2.4,3,41
44.972559,-93.274333,HOME-2B52,3,41
44.972559,-93.274333,CRFWAP1,3,50
44.972559,-93.274333,attwifi,0,42
44.972559,-93.274333,HOME-3F42,3,42
44.972559,-93.274333,HOME-ECAF,3,45
44.972559,-93.274333,xfinitywifi,0,45
44.972559,-93.274333,Guest.wifi,3,45
44.972559,-93.274333,2706,3,43
44.972559,-93.274333,CBCI-FF9E-2.4,3,46
44.972982,-93.274333,TMHS,3,46
44.972982,-93.274333,Guest.wifi,3,47
44.972982,-93.274333,Slalom Minneapolis Guest,0,46
44.972982,-93.274333,Slalom Minneapolis,3,46
44.972982,-93.274333,2706,3,46
44.972982,-93.274333,HQwireless,3,48
44.972982,-93.274333,c00cc@24wyrles,3,59
44.972982,-93.274333,dakotasound2,3,47
44.972982,-93.274333,HOME-E369,3,45
44.972982,-93.274333,City of Minneapolis Public WiFi,0,52
44.972982,-93.274333,usiw_secure,3,64
44.972982,-93.274333,TargetCafe,3,52
44.972982,-93.274333,attwifi,0,43
44.972982,-93.274333,HOME-9F72-2.4,3,43
44.972982,-93.274333,hhonors,0,44
44.972982,-93.274333,VC,3,43
44.972982,-93.274333,dakotacooks,2,49
44.972982,-93.274333,xfinitywifi,0,46
44.972982,-93.274333,CRFWAP1,3,50
44.972982,-93.274333,HOME-AD52,3,44
44.973218,-93.272607,attwifi,0,44
44.973218,-93.272607,Semper Dev,3,44
44.973218,-93.272607,USI Wireless,0,71
44.973218,-93.272607,Tenthst,3,48
44.973218,-93.272607,hhonors,0,43
44.973218,-93.272607,City of Minneapolis Public WiFi,0,71
44.973218,-93.272607,xfinitywifi,0,44
44.973218,-93.272607,usiw_secure_S03N009T2,3,70
44.973218,-93.272607,tommycarvers2,3,43
44.973218,-93.272607,CBRE TRMS,2,41
44.973218,-93.272607,TargetCafe,3,43
44.973218,-93.272607,Field Nation (Guest),3,42
44.973218,-93.272607,PortUWirelessR,3,42
44.973218,-93.272607,P+W-Mobile,3,43
44.973218,-93.272607,BH_Centers,3,43
44.973218,-93.272607,TMHS,3,44
44.973218,-93.272607,usiw_secure,3,72
44.973218,-93.272607,HQwireless,3,44
44.973267,-93.272689,PortUGuest,3,44
44.973267,-93.272689,HOME-B3E0,3,45
44.973706,-93.273535,dakotacooks,2,44
44.973706,-93.273535,Little Wireless,3,42
44.973706,-93.273535,usiw_secure_S03N009T2,3,70
44.973706,-93.273535,Crestron-133eb5,1,42
44.973706,-93.273535,Morgan-Crestron,0,41
44.973706,-93.273535,USI Wireless,0,71
44.973706,-93.273535,P+W-Mobile,3,41
44.973706,-93.273535,HOME-ECAF,3,41
44.973706,-93.273535,City of Minneapolis Public WiFi,0,69
44.973706,-93.273535,2706,3,43
44.973706,-93.273535,tommycarvers2,3,43
44.973706,-93.273535,usiw_secure,3,74
44.973706,-93.273535,News Room,3,41
44.973706,-93.273535,HOME-53AF,3,44
44.973706,-93.273535,HOME-55F0-2.4,3,43
44.973706,-93.273535,CBRE TRMS,2,40
44.973706,-93.273535,Slalom Minneapolis,3,44
44.973706,-93.273535,HQwireless,3,44
44.973706,-93.273535,hhonors,0,43
44.973706,-93.273535,CRFWAP1,3,45
44.973576,-93.2729,Crestron-133eb5,1,42
44.973576,-93.2729,.....,3,43
44.973576,-93.2729,HOME-ECAF,3,40
44.973576,-93.2729,Edc9sse1,2,41
44.973576,-93.2729,McCormickSchmicks,0,45
44.973576,-93.2729,USIW Free WiFi,0,43
44.973576,-93.2729,MG,3,41
44.973576,-93.2729,EricisAwesome,3,43
44.973576,-93.2729,usiw_secure_S03N010T2,3,44
44.973576,-93.2729,HOTGuest,2,41
44.973576,-93.2729,FN-Secure,3,44
44.973576,-93.2729,614CoGUEST,3,46
44.973576,-93.2729,BarrioMpls,3,42
44.973576,-93.2729,hhonors,0,38
44.973576,-93.2729,BarrioMpls-guest,0,42
44.973576,-93.2729,614CoAP,3,48
44.973576,-93.2729,xfinitywifi,0,43
44.973576,-93.2729,HOME-B3E0,3,42
44.973576,-93.2729,HOME-574F,3,42
44.973576,-93.2729,Zelo Restaurant,3,43
44.974284,-93.273405,HALLMARK-1,3,41
44.974284,-93.273405,Schwalbe-Guest,3,44
44.974284,-93.273405,Blank24,3,43
44.974284,-93.273405,La Belle Crepe,0,43
44.974284,-93.273405,Portico-Guest,0,43
44.974284,-93.273405,attwifi,0,45
44.974284,-93.273405,Timex,3,44
44.974284,-93.273405,ResidenceInn_Lobby,0,40
44.974284,-93.273405,WWS300,3,43
44.974284,-93.273405,RCPGlobal,3,42
44.974284,-93.273405,Ivory-Secure,3,40
44.974284,-93.273405,Crestron-133eb5,1,43
44.974284,-93.273405,HP-Print-af-LaserJet 200,3,38
44.974284,-93.273405,HOME-E369,3,43
44.974284,-93.273405,CBRE TRMS,2,41
44.974284,-93.273405,Morgan-Crestron,0,42
44.974284,-93.273405,winnicott,3,42
44.974284,-93.273405,101,1,42
44.974284,-93.273405,Tesla,3,42
44.974471,-93.273503,NGWireless,3,44
44.974674,-93.2736,ebadv,2,42
44.974674,-93.2736,Superior_Central,3,43
44.974674,-93.2736,614CoAP,3,43
44.974674,-93.2736,a5,3,43
44.974674,-93.2736,a2,3,42
44.974674,-93.2736,ADWIFI,2,42
44.974674,-93.2736,lmemp,3,42
44.974674,-93.2736,a3,0,40
44.974674,-93.2736,MCT-1482,3,41
44.974674,-93.2736,Jinhe,3,42
44.974674,-93.2736,RDS Airport,3,43
44.974674,-93.2736,print server 8473D0,0,42
44.974674,-93.2736,NETGEAR21,3,43
44.974674,-93.2736,Edc9sse1,2,44
44.974674,-93.2736,9mcmahon,3,44
44.974674,-93.2736,101,1,43
44.974674,-93.2736,EricisAwesome,3,46
44.974674,-93.2736,Crestron-133eb5,1,44
44.974674,-93.2736,NETGEAR87,3,44
44.974674,-93.2736,MProj,0,45
44.974845,-93.273763,GE-Corp,3,41
44.974845,-93.273763,HPC9C0E1,0,42
44.974845,-93.273763,MAF Wireless,3,42
44.974845,-93.273763,NETGEAR,3,41
44.974845,-93.273763,GE-Employee,3,42
44.974845,-93.273763,McCormickSchmicks,0,49
44.974845,-93.273763,attwifi,0,51
44.974845,-93.273763,Baker20729,3,42
44.974845,-93.273763,Superior_Central,3,42
44.974845,-93.273763,RDS Airport,3,41
44.974845,-93.273763,EricisAwesome,3,43
44.974845,-93.273763,hhonors,0,41
44.974845,-93.273763,9722Guest,3,43
44.974845,-93.273763,NETGEAR87,3,43
44.974845,-93.273763,NETGEAR21,3,43
44.974845,-93.273763,GE-Guest,0,42
44.974845,-93.273763,a1,3,42
44.974845,-93.273763,Schwalbe-Guest,3,42
44.974845,-93.273763,SchwalbeSales,3,41
44.974845,-93.273763,Xerox,0,42
44.974959,-93.273617,a3,0,43
44.974959,-93.273617,Koffice,3,43
44.974959,-93.273617,RDS Airport,3,41
44.974959,-93.273617,CTRE,3,40
44.974959,-93.273617,hhonors,0,40
44.974959,-93.273617,usiw_secure_S03N008T2,3,65
44.974959,-93.273617,ADWIFI,2,40
44.974959,-93.273617,usiw_secure,3,65
44.974959,-93.273617,KeHE Sales,3,43
44.974959,-93.273617,Ellipsis 1,3,42
44.974959,-93.273617,M4m786iA,3,42
44.974959,-93.273617,WBLLC,3,38
44.974959,-93.273617,a1,3,42
44.974959,-93.273617,RCPGuest,0,43
44.974959,-93.273617,CTREMobile,1,42
44.974959,-93.273617,Dynacraft,3,42
44.974959,-93.273617,City of Minneapolis Public WiFi,0,66
44.974959,-93.273617,Crestron-133eb5,1,42
44.974959,-93.273617,Superior_Central,3,41
44.974959,-93.273617,USI Wireless,0,69
44.974959,-93.273617,McCormickSchmicks,0,47
44.975423,-93.273145,NETGEAR99,3,43
44.975423,-93.273145,USI Wireless,0,73
44.975423,-93.273145,usiw_secure_S03N008T2,3,71
44.975423,-93.273145,a5,3,45
44.975423,-93.273145,usiw_secure,3,71
